id,review_id,review_text,labels
72,206020743,"As much as I love Dying Light, this is just Dying Light 2: Kyle Crane Edition, with significantly worse performance. It's unreal engines 5's fault but I cant recommend a game that crashes if I turn my head too quickly after loading into the game
Also the story and side quests are a replica of dying light 2, just with more realistic visuals","performance,bugs,story,content,graphics"
73,212357056,"I wanted to love this game as I have been a fan of the franchise, but this game definitely feels like a step back. The parkour in this title is severely limited due to the map being mostly open fields, marsh, or open land. The story and side quests feel half as much as the previous titles, and even the map feels largely dull in comparison to the first game.

That being said, I still did have a moderate amount of fun in a playthrough but I found myself wanting it to end instead of seeking out easter eggs and challenges.","story,gameplay,content"
74,205387694,"Game fucking sucks, really bad writing and I am a die hard fan of dying light 1(think its one of the best zombie game that was ever made). Stamina system is garbage atleast at early levels(Had to download unlimited stamina mod to make the game playable) all the ""tougher"" zombies feel fucking awful to fight like not hard just not fun at all, I can do 3 actions on brutal before I have to retreat for 15-20seconds to continue meanwhile they are coded really annoying. When the game is more grounded it feels nice but there is alot of things that breaks that immersion and its not like they even trying to keep it grounded as you will notice with the story of the game. really regret spending the 60dollars on this game, did it to support techland but im struggling to play more than 1 hour here and there before I get bored, angry or annoyed. Wish it was more than it is, hire som good writers for the next game please.

EDIT: I downloaded unlimited stamina mod and now the game feels better.",story
75,204681247,"Game seemed fun and I love the dismemberment physics, but it wont stop crashing in the first town area, no matter what I did. Hope they fix it, will buy it again in a few weeks!

Crashing on - 13900k, RTX 4080, 32 Gb DDR6 6000 mhz, NVME (4k)",bugs
76,205547083,"Its not a horrible game but it somehow doesnt live up to DL2 let alone 1, the campaign feels rushed and sloppy. the gameplay is slow and unrewarding, while the map is open, smaller than both games and empty. DL2 mightve been super janky at launch but i swear i had more fun in that game overall than The Beast. Its not worth the full price tbh and honestly...I feel as though I was robbed.","performance,gameplay,content,price"
77,204639998,"No Raytracing at launch. I'll update my review when i get what was promised.

Update 7th October. Just finished the game and all side activities, clocked in at 39 hours.
The game is fine, but its not worth full price. Wait for sale. And no raytracing in sight. *Sigh* Its just better to wait when a game releases nowadays because theyre never fucking finished.","content,price"
78,204728975,"Thoughts and prayers for the loser Gen-z who wrote the progressive script. Fun gameplay but politics was the greater priority instead of making compelling writing, and the game suffers for it.","story,gameplay"
79,215810589,"Dying Light 2.5 is a shameless Nostalgia bait. 

They didn't even try to create a story, the Antagonist is a Far Cry-esque cartoon cutout, parcour is clunky, combat feels outdated, ""bosses"" are damage-sponges with 3 attack patterns each, crafting relies on you collecting thousands of garbage items, dark zones are worthless copy paste dungeons, cars are completely out of place and exist purely because they existed before, etc.
But hey, Kyle Crane is back, with a voice actor who's half asleep while reading his lines. Great

It's a worse version of Dead Island 2. 
","story,gameplay,audio,price"
80,204632802,"I just can’t play this game, it feels like Dying Light 2 all over again. Same animations, same enemies, the same boring ""restore the electricity""puzzles. Even the gore feels copy-pasted, and the zombies look exactly the same after every fight - unlike Dead Island 2. On top of that, too much time gets wasted looting everything, and it completely kills the flow.

Refunded. It’ll probably be fine for newcomers and diehard fans, though. Still, it feels more like a DLC pretending to be a full game. Just look at The Witcher 3: Blood and Wine - the price and amount of content put this to shame.","story,gameplay,content,graphics,price"
81,209334927,Needed fast travel so bad. So much cross map travel that didn't add to the game at all. Also the ending was really weak. Fun to play with friends but I would never play through again or by myself.,"story,content"
82,204979337,"This game is completely trash. If you try to dodge, the character jumps instead.",story
83,204810849,"Just like the first one, not clicking. Just piles of dogshit ""modern"" frustration designs. Whoever made the command grab of mobs overwriting player's attacks, i want you to know you are the worst game ""designer"" out there. Most of the frustration in this game coming from this single ""design"" choice",story
84,215976273,"If you are a fan of the original, do not bother with this game.
Myself did not like DL 2, and have about 100hours in DL 1.
They took everything we liked from the 1st, removed that and made this a copy of 2 with all the bad mechanics.

I played the whole game with 2 friends.

You get almost no XP for killing zombies now! Killing a brute gives you 15XP making it completly pointless to kill anything except what stands between you and the quest.
Killing a volatile at night gives you 50xp and a few gold.

They killed the grappling hook so you do not have any movement ability exept to RUN everywhere.
The cars feels awful compared to the Following that did cars right.
The combat feels floaty and there are no interesting weapons. All the weapons feels like hitting with a wet noodle.
The talent tree is a snoozefest with almost no interesting abilities, even with the ""beast"" tree.

Compared to the first, this is a massive dissapointment and i do not understand why this got the reception with such praise that it did.","gameplay,content"
85,205767030,"Better than DL2, not as good as DL1. Gameplay is good but bugs make it annoying to deal with

Audio constantly cutting in and out, sometimes in the middle of dialogue, more often the soundtrack doesnt know which track to play and just stutters over and over. Game also loves to freeze for 5 seconds when im trying to dodge through groups of zombies usually getting me grabbed. Im sure it will be patched but reckon you should wait for those patches before you put your money into this

Also can Techland really not come up with a better name than ""The Baron""? Dudes a scientist not some 13th century noble makes me cringe anytime i hear that name","performance,bugs,story,gameplay,audio,price"
86,204773895,"It's tedious, like a chore. Run here make the water work here, go there make the water work there. Meanwhile kill a small village in count of zombies. Care tho there might be humans with guns, that kill you with 10 bullets but you need to dump 2 mags into them.

Unfortunately i did really enjoy the second one and the first one. But this one feel different, maybe I'm old maybe I'm miserable.

Shame maybe later this year we'll give it a shot again, but rn we would rather go on a hike.

To not be just negative. The game look fine, the cutscenes are nice. So far the story is another solid Dying Light. Parkour feels solid like the previous games (i would like parkour skills, which seems to be missing).

I guess turning down the difficulty and just enjoy the gameplay is the way for us.","performance,story,gameplay,graphics"
87,216019825,"The game is great. When it works. It's all the best parts of Dying Light 1 & 2 combined with some fun new mechanics. 

However, for me, the game hard crashes constantly. I've tried all the suggested fixes and I don't have any issues running other games(including the other DL games). The performance is rock solid until it crashes out of nowhere and I lose a ton of progress each time because there's no manual save and the autosave is very sporadic.","performance,bugs,gameplay"
88,204829106,"I wanted to like this game, but....

The game in general is not finished.  Co-Op has a lot of bugs, me and my friend constantly have to reset the lobbies. The day night cycle is broken.  The climbing is slow, although it gets slightly better over time. But the biggest kick in the nuts is the grapple hook is COMPLETELY USELESS.  Might as well have left the grapple hook out of the game entirely.  When running and sometimes when in battle, basic zombies initiate the annoying grab animation WAY TO OFTEN.  A little is fine but if you ever get in a chase, you'll understand.

The melee weapons are severely underwhelming.  I was hoping they'd get better over time but it seems the enemies just scale with your level and therefore you have to go through the entire game using an entire stamina bar just to kill a basic zombie.  The boss fights are just a tedious battle of wack the boss until there dead with whatever melee weapon you have.  Guns and throwables do next to 0 damage on any boss.  

The story in itself isn't necessarily bad, but it isn't anything that keeps my attention, making me want to play more to find out what happens.  At this point I've turned the game to the easiest difficulty just to clear the story and never pick up again.

 If it weren't too late, I'd return the game and get my money back","performance,bugs,story,gameplay,graphics,price"
89,206148527,"The game is a 10/10 with gore but everything else is below average.

The human on human combat makes no sense. They just walk at my gun barrel and die like idiots

The villain is a twinky lil piss boy who is not at all threatening. he has chances to kill Crain but fails because he was too bust monologing

The game feels like a slog especially with its story. You go from helping one helpless group to the next .

all in all I am happy to see crain come back but the game needs better story and missions.","story,gameplay"
90,207061326,"Uninspired and unoriginal. Still unlocking the same skills from the first game. You'd think Crane would remember to stomp on a zomb's head. Yet he plays like geriatric old man, getting absolutely man-handled by the local hospice residents, all while looking like a Greek god.  

The dash skill mechanic actively ruins the fluidity and dynamics of parkour - e.g. landing from a jump, dropping off a small ledge, being knocked by a zombie, all reset your dash status stopping momentum and preventing an immediate response for a zomb vault or bash. And enjoy spamming shift since all movement nuances are tied to same key - run, dash, afterboost (Why is this even timed?)  

It's really feels like that devs haven't played their own game, or the first for that matter. And what, now we wait years for this game to become enjoyable like DL2? Downright unrefined.","gameplay,graphics"
91,204653811,"Dying Light: The Reuse Beast
Its a corny stretched out DLC made to be sold as a game, with a blocker bugs still encountered after more than a week of launch
Predicted every turn this story had from the begining of the game
Still better than DL2 tho","bugs,story,content"
92,205861054,"Gets incredibly boring and repetative, had fun for about 8 hours.  Wait for a sale.  SKIP

","gameplay,content,price"
93,204643399,"no ultrawide support, how is there games still coming out in 2025 with black bars?? 32:9 aspect ratio, 5120x1440 not working for anyone wondering...",content
94,206440768,"Constantly freezes gameplay is shit only made it halfway through it since launch 
Literally one of the games given tools the grapple hook does absolutely nothing useful","bugs,gameplay"
95,204850232,"It took me a long time to decide whether I should click the button [I get this game 'for free'].（Because I pre-order Dying Light 2 the most expensive edition)
In the end, I decided not to click that button because IT was supposed to be a part of DL2

This game can't even say close to DL2, IT IS WORSE than DL2
A DLC-sized game shouldn't be sold at a price of 60USD

The main storyline was boring, it's just a story of vengeance, and I mean the kind of brainless vengeance.
Most of the characters are one-dimensional and lack vividness.

The background music was boring. 
When you are driving on the road, it feels like there is only ONE song playing, and I can feel almost no fury

And I have to say, I still think Dying Light 1 was the best of this IP
DL2 and DL Beast have nothing to surpass DL1 but graphics.","story,gameplay,content,graphics,audio,price"
96,211802911,"The game’s core mechanics (climbing/parkour) don’t unlock until around the 2-hour mark, and once they did, I found the gameplay unplayable for me. On top of that, the game causes major technical issues on my PC, including freezing other programs and repeatedly crashing Discord while it’s running. Because the extended tutorial delays access to the actual gameplay, my playtime went slightly over the limit before I could discover these problems. I'm sending a manual review for a refund.","bugs,story,gameplay,price"
97,216062324,Extremely short game for that price. This should have been a DLC for DL2. Only get it on sale.,"content,price"
98,207736368,"I am a very big fan of dying light one and two but this game was a very big let down, the game play is good and the over all zombie fighting. The game feels very empty and boring with not a lot to do other than fight zombies, the ending was very boring and was a let down to many people who have played their past games. Many typical obvious things happen in the story of the game where it feels like you can predict what happens before they even do. I was very hyped for this game and brought it off release but i was tragically let down, feels more like a dlc for the second game than a 60 quid money grap. Please save your money and dont buy this game","story,gameplay,content,price"
99,208191761,"Loved DL1, DL2 was okay. This one though feels like it should have been a DLC for DL2.

After completing main storyline, here's what I dont like about this game:
- only 1 map, and it's pretty small too, only unique types of areas are old town, bunch of industrial buildings and parks/forest and caves, that's all there is
- primitive skill tree
- annoying jumpscares
- zombies with ""sticky hands"" that grab you from 3 meters away
- story - forgettable garbage with ultra-generic villain and AI generated dialogues, the worst out of 3 games. At least from 1st game you can remember that GF and her stupid younger brother, parkour guy, sadistic villain etc. And they gave Spike 1 line? Really?
- the same health item that heals +10% HP, but is in 4 different variants, this makes 0 sense. It's like the same aid-kit was available as 4 different items with ONLY different names.

if you buy it, buy it on at least -70% sale, but even then it's very mid. 
At least they didnt silently add denuvo 3 days before release.","story,gameplay,content,price"
100,206535780,"Holding this game up to the standard of the older Dying Light games, everything feels twice as clunky.
Combat feels slow, unsatisfying and shackled to a stamina bar that drains incredibly fast.
Movement, especially activating 'sprint' which ties to a lot of abilities is really finicky and not intitutive at all on PC.
Looting is a chore and incredibly slow

There is a reduction in perk bloat, but I feel like this is more of a detriment than a positive, because of how clunky the system feels. There's no perks that make your stamina last longer, there's no perks that allows faster looting.

The story reminds lacks a lot in terms of motivation; it feels like I'm playing Wolfenstein set in Dying Light, except there isn't much focus on guns, but an unsatisfying melee and resource management.

Why, on god, in 2025, is FOV not up to at least 90? It feels like I'm being tunnelvisioned and I despise it.

I cannot recommend it for 60 euro.","performance,story,gameplay,content"
